text,text_implied,target,stereotype
"[""too many cooks spoil the soup!. too many rino's spoil the party's agenda. i'd like 2 bend em over & let a real rhinoceros gouge their asses!""]",['Immigrants should be punished'],['Immigrants'],[]
"['""let in jews and it becomes a """"""""nations of immigrants"""""""" in another month.""']",['Illegal immigrants are lazy'],['Illegal immigrants'],[]
"['""let in jews and it becomes a """"""""nations of immigrants"""""""" in another month.""']","['The classic speech of immigrants are overlapping original population, using an stereotype of jews making a lot of kids.']","['Immigrants, in this case jews.']",[]
['resettle them in guantanamo.'],['Muslims will get imprisoned'],['Muslims'],[]
['resettle them in guantanamo.'],['Immigrants should be imprisoned'],['Immigrants'],[]
"[""excuse me miss, when u say non muslim's must be killed does that include rodents? will wait for reply""]",['Non Muslims are no better than vermin and should be killed'],['non Muslims'],[]
"[""excuse me miss, when u say non muslim's must be killed does that include rodents? will wait for reply""]",['Muslims kill non muslims'],['Muslims'],[]
"['let them test my wall, will only test it onceelectrify the wall with extremely high voltage.']",['Immigrants should be killed'],['Immigrants'],[]
"['let them test my wall, will only test it onceelectrify the wall with extremely high voltage.']",['Implying immigrants should be killed when trying to pass the border'],['Immigrants'],[]
['ok were are they getting the moneydams breaking roads crumble fires every were but illegals come first.how about using money to help vets'],['The post implies that money are used for illegal immigrants instead of more important things'],['Illegal immigrants'],[]
['ok were are they getting the moneydams breaking roads crumble fires every were but illegals come first.how about using money to help vets'],['Immigrants should be deported'],['Immigrants'],[]
"['well look, if a measly seven thousand more whites had got off the couch pretty pathetic to come that close and let it slip away.']",['White people are lazy'],['White people'],[]
"['well look, if a measly seven thousand more whites had got off the couch pretty pathetic to come that close and let it slip away.']",['Black people should die'],['Black folks'],[]
['not on pork? or choking on their salivas?'],"['Muslims cannot eat pork, they are stupid']",['Muslims'],[]
['not on pork? or choking on their salivas?'],['Muslims have bad food preferences'],['Muslims'],[]
"[""let's end sanctuary cities for good!!! americans come first. let illegals come in the rig""]",['Illegal immigrants use up resources for citizens'],['Illegal immigrants'],[]
"[""let's end sanctuary cities for good!!! americans come first. let illegals come in the rig""]",['Immigrants should be deported'],['Immigrants'],[]
"[""ask her if she'd consider it, if he asked? she knows how to strategically get isis & rid refugees.""]",['Muslims refugees are part of isis.'],['Muslims Refugees'],[]
"[""ask her if she'd consider it, if he asked? she knows how to strategically get isis & rid refugees.""]",['Muslims are terrorists'],['Muslims'],[]
['master obama wants a cheap labor force for his plantation! smile & be happy while u work!'],['Immigrants are cheap workers'],['Immigrants'],[]
['master obama wants a cheap labor force for his plantation! smile & be happy while u work!'],['BLACK PEOPLE SHOULD WORK ON PLANTATIONS'],['BLACK PEOPLE'],[]
['believe this is a great idea!!! drug money can build the wall and then some.'],['Immigrants are dangerous'],['Immigrants'],[]
['believe this is a great idea!!! drug money can build the wall and then some.'],['Immigrants are bad and should be prevented from entering the country'],['Immigrants'],[]
['if islam is banned what happens to the muslims? arrest them? kill them? what exactly?'],['Muslims are dangerous and they should be banned if their religion ended'],['Muslims'],[]
['if islam is banned what happens to the muslims? arrest them? kill them? what exactly?'],['Muslims should be killed'],['Muslims'],[]
"[""nazis like cock so if it's kept quiet he could probably be his weekend thang.""]",['Nazis are gay'],['Nazis'],[]
"[""nazis like cock so if it's kept quiet he could probably be his weekend thang.""]",['Avoid nazis.'],['Nazis.'],[]
"['""you and your chucklefuck buddies are a bunch of un/underemployed white trash that have never read/enjoyed """"""""western culture"""""""" b/c of low iq.""']",['Immigrants are rubbish of people and have low IQ because they are not of Western culture'],['Immigrants'],[]
"['""you and your chucklefuck buddies are a bunch of un/underemployed white trash that have never read/enjoyed """"""""western culture"""""""" b/c of low iq.""']",['White people are not smart'],['White folks'],[]
"['welcome back my old friends: tb, measles, ebola whooping cough, blah, blah, blah']","['Immigrants are like plagues, they bring illnesses']",['Immigrants'],[]
"['welcome back my old friends: tb, measles, ebola whooping cough, blah, blah, blah']",['Immigrants bring diseases'],['Immigrants'],[]
"['""you dirty rat"""""""", bang, bang, bang. #chuckecheese""']",['Chuck e cheese mascot should be shot'],['Chuck e cheese'],[]
"['""you dirty rat"""""""", bang, bang, bang. #chuckecheese""']",['the group are dirty.'],['not specified'],[]
['show me in the constitution where it ever addresses sodomites and lesbians getting married'],['Gay people should not be allowed to marry.'],['Gay folks'],[]
['show me in the constitution where it ever addresses sodomites and lesbians getting married'],['Hate to homosexuals'],['homosexuals'],[]
"['""people will object """"""""but the famous, large kill count, intricate ones are white!"""""""" - well yes, anything advanced / intricate / noteworthy is.""']",['White people are superior'],['White folks'],[]
"['""people will object """"""""but the famous, large kill count, intricate ones are white!"""""""" - well yes, anything advanced / intricate / noteworthy is.""']",['black folks are not equal white folks'],['black folks'],[]
"[';.cant lick em,noon emold age moo tactics,as soon as deah gets de upper hand,bow down now! alahuakbaarrrr']",['Muslims should not be allowed to have power'],['Muslims'],[]
"[';.cant lick em,noon emold age moo tactics,as soon as deah gets de upper hand,bow down now! alahuakbaarrrr']",['Muslims are inferior and must bow to the west'],['Muslims'],[]
['the savages have no problem lying!'],['the group are savages.'],['Not specified'],[]
['the savages have no problem lying!'],['Immigrants are liars.'],['Immigrants'],[]
['the savages have no problem lying!'],['Immigrants are liars'],['Immigrants'],[]
['the savages have no problem lying!'],['Muslims are liars'],['Muslims'],[]
['turn them into road pizza!'],['Immigrants are scum and must be exterminated'],['Immigrants'],[]
['turn them into road pizza!'],['Immigrants should die'],['Immigrants'],[]
['charlotte is better than that concrete african jungle called atlanta'],['Black people are animals'],['Black people'],[]
['charlotte is better than that concrete african jungle called atlanta'],['Black people from Atlanta live in a concrete african jungle'],['Black folks'],[]
"['he should be shipped off to the middle east and have to serve 1 year, until he can return to the nfl! i think he needs a visual aid..']",['Muslims should be deported'],['Muslims'],[]
"['he should be shipped off to the middle east and have to serve 1 year, until he can return to the nfl! i think he needs a visual aid..']",['Muslims are blind because they do not see their inferiority'],['Muslims'],[]
['let the dogs out'],['Immigrants should be taken away'],['Immigrants'],[]
['let the dogs out'],['the group are dogs.'],['Not specified'],[]
['let the dogs out'],['Immigrants must remain in their country.'],['immigrants'],[]
['let the dogs out'],['Immigrants should be hunted down by dogs and removed'],['Immigrants'],[]
"['free food, free rent, free healthcare, every man woman and child on the face of the earth receiving free ? priceless!']",['Immigrants are taking advantage of our country'],['Immigrants'],[]
"['free food, free rent, free healthcare, every man woman and child on the face of the earth receiving free ? priceless!']",['Poor people should not benefit because they cannot afford it. Benefits can only be given to those who can afford it.'],['Poor people'],[]
['tariq unblock him so my boy elder can punch u in the head you coward !'],['Muslims are scum and cowards and must be punched'],['Muslims'],[]
['tariq unblock him so my boy elder can punch u in the head you coward !'],['Black people will get punched'],['Black people'],[]
"[""today's golden state, #poverty #crime,#""]",['the group is poor.'],['not specified'],[]
"[""today's golden state, #poverty #crime,#""]",['Poor people commit crime'],['Poor people'],[]
['every time labron opens his mouth the whole world hears how dumb he is'],['Black people are dumb.'],['Black people.'],[]
['every time labron opens his mouth the whole world hears how dumb he is'],['Labron is stupid.'],['Labron'],[]
['these amazingly brave people make american protestors like blm look like babies bitching about not getting a'],['Diminishing black lives matter protest.'],['Black folks.'],[]
['these amazingly brave people make american protestors like blm look like babies bitching about not getting a'],['Blacks have no right to protest'],['Blacks'],[]
"['you guys should invest in some large weapons for open carry and learn to stand your ground, #dunntrial #jordandavis']",['the group is violent.'],['not specified'],[]
"['you guys should invest in some large weapons for open carry and learn to stand your ground, #dunntrial #jordandavis']",['Immigrants should be killed'],['Immigrants'],[]
"['whereas, one of these inbreds who can string a sentence together and quote the qaran becomes the leader of the numb-nuts.']",['Muslims are not smart'],['Muslims'],[]
"['whereas, one of these inbreds who can string a sentence together and quote the qaran becomes the leader of the numb-nuts.']",['Muslims are stupid'],['Muslims'],[]
['take away welfare benefits and food stamps and section 8housing. no jobs. no freeloaders on taxpayers money. no medical either'],"[""Immigrants shouldn't have access to jobs, benefits or healthcare""]",['Immigrants'],[]
['take away welfare benefits and food stamps and section 8housing. no jobs. no freeloaders on taxpayers money. no medical either'],['Poor folks are profiteers and only think about having privileges'],['Poor folks'],[]
"['close border, or bring our soldiers back home to protect the taxpayers!']",['Immigrants should be expelled.'],['Immigrants'],[]
"['close border, or bring our soldiers back home to protect the taxpayers!']",['The border should be closed to prevent immigrants'],['immigrants'],[]
"[""if you don't agree with me you are a racist, yah, nice poiny""]","[""Black people don't understand arguments""]",['Black folks'],[]
"[""if you don't agree with me you are a racist, yah, nice poiny""]",['See above'],['No specific group without context'],[]
"[""I am just one of the Australians supporting Tommy Robinson, and I hope there are millions more. The UK and especially England are a part of me, my language, my culture, my history. I look forward to the day I can visit and witness Tommy speaking in person. Until then, I'm taking warrior lessons from Tommy. FIGHT!""]",['Immigrants should be kept out of the country.'],['Immigrants'],[]
"[""I am just one of the Australians supporting Tommy Robinson, and I hope there are millions more. The UK and especially England are a part of me, my language, my culture, my history. I look forward to the day I can visit and witness Tommy speaking in person. Until then, I'm taking warrior lessons from Tommy. FIGHT!""]",['Activists are annoying'],['Activists'],[]
['what have blacks built?'],['Black folks built nothing.'],['Black folks'],[]
['what have blacks built?'],['Black people are lazy'],['Black people'],[]
['he was not any less an animal than any other negro.'],['Blacks are like animals'],['Blacks'],[]
['he was not any less an animal than any other negro.'],['Comparing black people with irrational animals.'],['Black folks'],[]
"[""yeah, i know. break out the banjos, and batten down the trailer park. storm's coming.""]",['the group should be attacked.'],['Not specified'],[]
"[""yeah, i know. break out the banjos, and batten down the trailer park. storm's coming.""]",['Poor people live in trailer homes'],['Poor people'],[]
"[""yeah, i know. break out the banjos, and batten down the trailer park. storm's coming.""]",['Latino folks have no respect'],['Latino folks'],[]
"[""yeah, i know. break out the banjos, and batten down the trailer park. storm's coming.""]",['Poor people should be attacked.'],['Poor people'],[]
"['alejandro: you will not survive here. you are not a wolf, and this is a land of wolves now']",['Immigrants are unable to survive'],['Immigrants'],[]
"['alejandro: you will not survive here. you are not a wolf, and this is a land of wolves now']",['Immigrants are weak people'],['Immigrants'],[]
"[""gov. perry's state has sucked in hundreds of thousands of illegals from other states, bama included""]",['Immigrants should not be allowed to enter the country'],['Immigrants'],[]
"[""gov. perry's state has sucked in hundreds of thousands of illegals from other states, bama included""]",['Immigrants are government parasites'],['Immigrants'],[]
"[""secure? all can cross the borer day or night, the only thing they don't get is a free democrat party balloon when crossing""]",['Immigrants are dangerous and that is the fault of the Democrats and their votes'],['Immigrants'],[]
"[""secure? all can cross the borer day or night, the only thing they don't get is a free democrat party balloon when crossing""]",['Immigrants have democract support to cross the border illegaly'],['Immigrants'],[]
"['if he wasnt here 2 start with, kate would b alive. same w my sons killer.no illegals in zero crime by illegals.#noamnesty #buildthewall']",['Immigrants are to blame for the death of people'],['Immigrants'],[]
"['if he wasnt here 2 start with, kate would b alive. same w my sons killer.no illegals in zero crime by illegals.#noamnesty #buildthewall']",['Immigrants are criminals'],['Illegal Immigrants'],[]
"[""no shit! everything's bout muslims lately. maybe they should stay over there if they don't like my tatas n beer! #f'm""]",['Muslims are not important'],['Muslims'],[]
"[""no shit! everything's bout muslims lately. maybe they should stay over there if they don't like my tatas n beer! #f'm""]",['Muslims are taking over American culture'],['Muslims'],[]
"['i dont do either. 100% against refugees(& islam, blm, pc, all the rest). im p']",['Refugees and black people are not welcomed.'],['Refugees and Black people'],[]
"['i dont do either. 100% against refugees(& islam, blm, pc, all the rest). im p']",['Immigrants are a problem'],['Immigrants'],[]
['if you have family here that are illegals and criminals.. oh well'],['Immigrants are criminals'],['Immigrants'],[]
['if you have family here that are illegals and criminals.. oh well'],['immigrants are by necessity criminals for being here'],['immigrants'],[]
['cut off all funding to california. let them take care of their illegals alone #liberalism'],"[""Immigrants don't deserve any help""]",['Immigrants'],[]
['cut off all funding to california. let them take care of their illegals alone #liberalism'],['Immigrants should not be taken care of'],['Immigrants'],[]
['do these people a favor drop a h bomb on them #donedeal'],['Muslims are scum and must be exterminated'],['Muslims'],[]
['do these people a favor drop a h bomb on them #donedeal'],['foreign people are worthless and should be bombed'],['foreign people'],[]
['Fun fact normies: Nicolas Maduro is an ethnic Jew. So was Fidel Castro. So were Mao’s and Stalin’s top advisers and financiers. So were the Bolsheviks. So were the heads of the communist party in Wiemar Germany. So is Bernie Sanders. #MondayMotivation #RemoveTheJews'],['Hate Jews'],['Jews'],[]
['Fun fact normies: Nicolas Maduro is an ethnic Jew. So was Fidel Castro. So were Mao’s and Stalin’s top advisers and financiers. So were the Bolsheviks. So were the heads of the communist party in Wiemar Germany. So is Bernie Sanders. #MondayMotivation #RemoveTheJews'],['Jews are communists and control the world'],['Jews'],[]
"['also, charge mexico for all legal & imprisonment costs, including transportation back to mexico! why are us citizens on the hook for any $$?']",['Immigrants are dangerous and cause fear'],['Immigrants'],[]
"['also, charge mexico for all legal & imprisonment costs, including transportation back to mexico! why are us citizens on the hook for any $$?']",['Mexico should be charged by immigrants'],['immigrants'],[]
['start with the visa violators and anyone with criminal convictions (including released illegals from jail/prison) gotta go'],['Immigrants should be deported'],['Immigrants'],[]
['start with the visa violators and anyone with criminal convictions (including released illegals from jail/prison) gotta go'],['Immigrants should be deported'],['Immigrants'],[]
"[""ok keep believing that. funny how most poc that have made something of their lives normal ones don't play that garbage. don't be a criminal and work hard and you can have a good life. a life like any other race. but blacks have been taught to blame others for their failures.""]","['Black people play on the race card, pretending they are victims']","['People of color, black folks']",[]
"[""ok keep believing that. funny how most poc that have made something of their lives normal ones don't play that garbage. don't be a criminal and work hard and you can have a good life. a life like any other race. but blacks have been taught to blame others for their failures.""]","['Black folks are criminal, and victimists.']",['Black folks'],[]
"['""they r illegals, not """"""""californians"""""""" & they should be living in fear every day & not have a moment of comfort!""']",['Immigrants should not be treated like people'],['Immigrants'],[]
"['""they r illegals, not """"""""californians"""""""" & they should be living in fear every day & not have a moment of comfort!""']",['Immigrants are illegal and cannot be Californians'],['Immigrants'],[]
"[""what if i just laugh and point a finger at you?aww, can't shoot me. poor little tough guy.""]",['the group want to shoot people.'],['not specified'],[]
"[""what if i just laugh and point a finger at you?aww, can't shoot me. poor little tough guy.""]",['Immigrants have to be deported'],['Immigrants'],[]
['shoot them all.'],['Immigrants should be killed'],['Immigrants'],[]
['shoot them all.'],['Minorities should be killed.'],['Minorities in general.'],[]
"[""if it's not amnesty, what is it ? answer: obama's illegal law. deport !""]",['Immigrants should be deported'],['Immigrants'],[]
"[""if it's not amnesty, what is it ? answer: obama's illegal law. deport !""]",['Immigrants are bad and should be deported'],['Immigrants'],[]
"[""manages to maintain it's culture. guess it's well out the way of the middle east & should survive""]",['Muslims have a horrible culture'],['Muslims'],[]
"[""manages to maintain it's culture. guess it's well out the way of the middle east & should survive""]",['Immigrants are damaging the culture'],['Immigrants'],[]
"[""that's correct, fuel & encourage the jews 2 kill of the muslims themselves, when both sides r wiped out we can take over the oil.""]",['Pure anti-semitism and anti-muslim speech to take their natural resources.'],['Muslim and Jews'],[]
"[""that's correct, fuel & encourage the jews 2 kill of the muslims themselves, when both sides r wiped out we can take over the oil.""]",['Jews and Muslims should kill each other'],['Jews and Muslims'],[]
"['then you are living in an imaginary mzansi , go watch kalushi and learn a few things.']",['Immigrants are stupid'],['Immigrants'],[]
"['then you are living in an imaginary mzansi , go watch kalushi and learn a few things.']",['the group are not realistic.'],['not specified'],[]
"[""you've come a long way from grinny the pooh, hunter. kudos.""]",['Immigrants should be killed'],['Immigrants'],[]
"[""you've come a long way from grinny the pooh, hunter. kudos.""]",['the group are bad since a long time.'],['Not specified'],[]
"[""you've come a long way from grinny the pooh, hunter. kudos.""]",['Muslims are violent'],['Muslims'],[]
"[""you've come a long way from grinny the pooh, hunter. kudos.""]",['Liberals are stupid'],['Liberals'],[]
['when are we going to accept that we have let the worst scumbags into the us.'],['Immigrants are scoundrels and the scum of society'],['Immigrants'],[]
['when are we going to accept that we have let the worst scumbags into the us.'],['Immigrant people are inferior.'],['Immigrants'],[]
"['no, he should be forced to learn about muhammed!']",['Muslims force people to learn about their God.'],['Muslims'],[]
"['no, he should be forced to learn about muhammed!']","[""Muslim people don't even know their own religion""]",['Muslims'],[]
"['it does make me want shout on the streets hey everybody yeah! i love every one, i would probably be arrested 4 inciting a riot.']","[""Police doesn't know how to properly arrest people""]",['Police'],[]
"['it does make me want shout on the streets hey everybody yeah! i love every one, i would probably be arrested 4 inciting a riot.']",['The group should be manifested against.'],['Not specified'],[]
"['it does make me want shout on the streets hey everybody yeah! i love every one, i would probably be arrested 4 inciting a riot.']",['Black folks are violent'],['Black folks'],[]
"['it does make me want shout on the streets hey everybody yeah! i love every one, i would probably be arrested 4 inciting a riot.']",['Politically outspoken people are treated unfairly'],['Politically outspoken people'],[]
"[""now if that isn't the pot calling the kettle mexican, i don't know what is!""]",['Comparing mexicans with household stuff.'],['Latino immigrants'],[]
"[""now if that isn't the pot calling the kettle mexican, i don't know what is!""]",['Mexicans are a problem'],['Mexicans'],[]
"['""does importing mo\'nurses create high paying jobs 4 usa citizens/youth~ schumer, cornyn push """"""""high skill"""""""" #immigration bill""']",['Immigrants are stealing jobs from americans'],['immigrants'],[]
"['""does importing mo\'nurses create high paying jobs 4 usa citizens/youth~ schumer, cornyn push """"""""high skill"""""""" #immigration bill""']",['Immigrants are expensive for public accounts'],['Immigrants'],[]
['suck my dick douche bag. freebies please i wish. me and my whole family were born in the usa. shoot yourself loser'],['Immigrants are a problem'],['Immigrants'],[]
['suck my dick douche bag. freebies please i wish. me and my whole family were born in the usa. shoot yourself loser'],['Immigrants are losers and inferior to North American peoples'],['Immigrants'],[]
"['so tell us, when is this god going to show up and tell you how to have sex? or how to define it']",['Religious people practice abstinence'],['Religious people'],[]
"['so tell us, when is this god going to show up and tell you how to have sex? or how to define it']",['Women should learn to have sex'],['women'],[]
['the thoughts of giving 1 million democrat voters and their descendants the ability to outvote us all is terrifying. deport them no regrets'],['Immigrants should not vote'],['Immigrants'],[]
['the thoughts of giving 1 million democrat voters and their descendants the ability to outvote us all is terrifying. deport them no regrets'],['Immigrants are a part of a Democrat plan to get voters'],['Immigrants'],[]
['time to purge within our own communities. make all suspected muslims dissapear. do it in a fashion where nobody will notice. make examples!'],['Muslims should be purged'],['Muslims'],[]
['time to purge within our own communities. make all suspected muslims dissapear. do it in a fashion where nobody will notice. make examples!'],['Muslims should be killed'],['Muslims'],[]
"['no we need honest, hard working, clever intelligent, human beings from non muslim countries and we al']",['Muslim people are not clever.'],['Muslims'],[]
"['no we need honest, hard working, clever intelligent, human beings from non muslim countries and we al']",['Muslims are useless to work in america'],['Muslims'],[]
['nods..revoke passport and place them on terrorist list for return'],['Immigrants are terrorists'],['Immigrants'],[]
['nods..revoke passport and place them on terrorist list for return'],['Immigrants should be considered terrorists'],['Immigrants'],[]
['humans must give up primitive food like meat of dog or beef or camel or donkey etc'],['Asian people are primitive beings because they only eat exotic foods'],['Asian folks'],[]
['humans must give up primitive food like meat of dog or beef or camel or donkey etc'],"[""Humans don't know what is best to eat for them""]",['Humans'],[]
['why is it up to us to accept that assertion instead of muslims proving it??? what muslim controlled country is in good shape?'],['Muslims controlled countries are bad'],['Muslims'],[]
['why is it up to us to accept that assertion instead of muslims proving it??? what muslim controlled country is in good shape?'],['Muslims are not worth of legal rights and inferior in managing their countries.'],['Muslims'],[]
"[""I don't care what background, heritage, mental illness or skin color a person has, I've got no sympathy. I'm actually happy when the criminals decide to off themselves saves me time and money not being wasted. https://www.msn.com/en-us/news/us/sympathy-for-whi...""]",['I have no sympathy with minorities'],['minorities'],[]
"[""I don't care what background, heritage, mental illness or skin color a person has, I've got no sympathy. I'm actually happy when the criminals decide to off themselves saves me time and money not being wasted. https://www.msn.com/en-us/news/us/sympathy-for-whi...""]","[""Black people and their stories and problems don't matter, it's all their problem""]",['Black folks'],[]
"['the advanced monkeys will vote for anything that kills, rapes and steals']",['Black people are not smart enough to know who to vote for.'],['Black folks'],[]
"['the advanced monkeys will vote for anything that kills, rapes and steals']",['Immigrants are primitive like monkeys'],['Immigrants'],[]
['deport islam back where they came from'],['Islam people should be deported.'],['Islam people.'],[]
['deport islam back where they came from'],['Muslims should be deported'],['Muslims'],[]
['breaking: open-borders rino neocon marco rubio wants mass amnesty and to flood usa with third world: #teaparty #tcot'],['Third world people are inferior'],['Immigrants'],[]
['breaking: open-borders rino neocon marco rubio wants mass amnesty and to flood usa with third world: #teaparty #tcot'],['Immigrants should not be allowed to enter USA'],['Immigrants'],[]
['islam must be banned from all civilized societies'],['Islamists are all terrorists.'],['Islamists'],[]
['islam must be banned from all civilized societies'],['Islam should be banned'],['Muslims'],[]
"[""the yankees are so disenchanted with their women that they are ready to turn to waifus, sexbots and artificial wombs. i can't honestly blame them given what i have seen. we need to eradicate that degenerate culture before it spreads any further""]",['Yankee women are abortionists'],['Yankee womens'],[]
"[""the yankees are so disenchanted with their women that they are ready to turn to waifus, sexbots and artificial wombs. i can't honestly blame them given what i have seen. we need to eradicate that degenerate culture before it spreads any further""]",['Americans are not cultured well'],['Americans'],[]
"[""whatever they do, people still won't want to date black women or asian men.""]",['Implying these people are not romantically appealing.'],['Black and Asian people.'],[]
"[""whatever they do, people still won't want to date black women or asian men.""]",['Black women should not be dated from other people'],['Black women'],[]
"['""rt anyone that wants to protect """"""""illegals"""""""" from deportation should go with them""']",['Illegal Immigrants should be deported.'],['Illegal immigrants'],[]
"['""rt anyone that wants to protect """"""""illegals"""""""" from deportation should go with them""']","['Immigrants should not be protected, and they should be deported']",['Immigrants'],[]
"['#daca must die, works against american public, all must be removed/deported #maga #masa #trumptrain #dts #lockherup']",['Immigrants should be deported.'],['Immigrants'],[]
"['#daca must die, works against american public, all must be removed/deported #maga #masa #trumptrain #dts #lockherup']",['Immigrants should be deported'],['Immigrants'],[]
"['no, nothing about hating degeneracy is unhealthy.']",['Degenerates should be hated on'],['Degenerates'],[]
"['no, nothing about hating degeneracy is unhealthy.']",['See above'],['No specific group'],[]
"['gay or transgender, should not be in the scouts lgbt behavior not appropriate for scouts, not born that way']",['Homossexuals and Transgenders should not be in the scouts'],['Homossexuals and Transgenders'],[]
"['gay or transgender, should not be in the scouts lgbt behavior not appropriate for scouts, not born that way']",['LGBT folks were not born to dictate rules'],['LGBT folks'],[]
['america needs to practice negro control and lunatic control #nra #civilrights'],"['""America needs to """"control"""" the black population""']",['Blacks'],[]
['america needs to practice negro control and lunatic control #nra #civilrights'],['Black people should be killed. Pure genocide speech.'],['Black folks'],[]
"['they may have not taken gender study classes, but at least they work & know which bathroom to use.']",['Women should know their place better'],['Women'],[]
"['they may have not taken gender study classes, but at least they work & know which bathroom to use.']",['Immigrants have not studied enough'],['Immigrants'],[]
"['""? not destruction of """"""""civilization"""""""" but merely a replacement of a sexually promiscuous culture with their prudent sexless culture!""']",['immigrants are ruining the sexual culture of the country'],['immigrants'],[]
"['""? not destruction of """"""""civilization"""""""" but merely a replacement of a sexually promiscuous culture with their prudent sexless culture!""']",['Religious people try to convert others'],['Religious people'],[]
"['because of muh multiculturalism. and because white people have, apparently, been so evil (ie - weve managed to evolve beyond flicking our shit at each other) we need more brown people in our once-beautiful countries.']",['The creed of these people are inferior beings and are making white people lives worst.'],['Muslim and Black folks'],[]
"['because of muh multiculturalism. and because white people have, apparently, been so evil (ie - weve managed to evolve beyond flicking our shit at each other) we need more brown people in our once-beautiful countries.']",['Black people are a problem and there is no racism'],['Black folks'],[]
"['flood: feds predict another 127,000 illegals this year via #border #secureourborder #noamnesty']",['Immigrants are a catastrophe'],['Immigrants'],[]
"['flood: feds predict another 127,000 illegals this year via #border #secureourborder #noamnesty']",['Immigrants are coming illegally to the country.'],['Immigrants'],[]
['time to suspend all immigration for 50 to 100 years'],['Immigrants are bad for our country'],['Immigrants'],[]
['time to suspend all immigration for 50 to 100 years'],['Immigrants are scum and must never occupy new spaces'],['Immigrants'],[]
['islam needs to be exposed. it is not a religion and should be removed like nazi fascism. p.c. kills'],['Islam should be removed like nazism'],['Muslims'],[]
['islam needs to be exposed. it is not a religion and should be removed like nazi fascism. p.c. kills'],['Muslim comparison with Nazi people'],['Muslim people'],[]
['it needs to go back to that. the 3rd world will always be incompatible with the 1st world. denying this is lunacy.'],['Immigrants are inferior'],['immigrants'],[]
['it needs to go back to that. the 3rd world will always be incompatible with the 1st world. denying this is lunacy.'],['Immigrants are third world peoples and they do not belong to a first world society'],['Immigrants'],[]
"['do you think #americans are going to go pick fruit, or cut lawns, or do condition? think about it']",['Immigrants should do dirty jobs'],['Immigrants'],[]
"['do you think #americans are going to go pick fruit, or cut lawns, or do condition? think about it']",['Immigrants are made to mow lawns and do precarious jobs for their American bosses'],['Immigrants'],[]
"['omg, quit following the law, we need to sell tennis shoes']",['Immigrants do not follow the laws'],['Immigrants'],[]
"['omg, quit following the law, we need to sell tennis shoes']",['the group are not following the law.'],['not specified'],[]
"['why? so they can stab conservatives in the back when they vote. or continue the vicious cycle of illegal immigration. time to end it, deport']",['Immigrants are a threat to conservative people and should be deported'],['Immigrants'],[]
"['why? so they can stab conservatives in the back when they vote. or continue the vicious cycle of illegal immigration. time to end it, deport']",['Immigrants should be deported'],['immigrants'],[]
['only the muslim/democrat (either one is shit) in office will not allow the laws to be enforced! deport!!!'],['Immigrants should be deported'],['Immigrants'],[]
['only the muslim/democrat (either one is shit) in office will not allow the laws to be enforced! deport!!!'],['Muslims are shit'],['Muslims'],[]
"[""we can only hope these neanderthals run into those of us packing heat. guarantee it's not gonna go well for the jihadis.""]",['Muslims should be killed'],['Muslims'],[]
"[""we can only hope these neanderthals run into those of us packing heat. guarantee it's not gonna go well for the jihadis.""]",['Muslims are violent'],['Muslims'],[]
"['kick his whole family out as puniahment, send message, let no more in. wall off coast, ya cuck']",['Immigrants should be deported'],['Immigrants'],[]
"['kick his whole family out as puniahment, send message, let no more in. wall off coast, ya cuck']",['Immigrant families should be kicked out of USA.'],['Immigrants'],[]
['is all that comes from africa even its people are shyt skins'],"[""Everything is Africa is wrong, even the people's skin color""]",['Africans'],[]
['is all that comes from africa even its people are shyt skins'],['Hate against Africans'],['Africans'],[]
"['the whole country is falling apart because of the wack jobs in gov , all of them should be removed , anyone that is going against the will of the citzens of this country']",['The government works against the people and should be removed'],['The government'],[]
"['the whole country is falling apart because of the wack jobs in gov , all of them should be removed , anyone that is going against the will of the citzens of this country']",['Immigrants should not be allowed to take the jobs of natives'],['Immigrants'],[]
"[""bit late now,and he's supposed to be clever.""]",['Immigrants have no intelligence'],['Immigrants'],[]
"[""bit late now,and he's supposed to be clever.""]",['Men are not smart'],['Men'],[]
['they should put them on a bus back to mexico'],['Immigrants are not worth living in their country.'],['Immigrants'],[]
['they should put them on a bus back to mexico'],['Immigrants should return to Mexico'],['Immigrants'],[]
"[""ice needs to round up every illegal alien protester and deport them. don't break up the family. ship them all out.""]",['All immigrants need to be deported'],['Immigrants'],[]
"[""ice needs to round up every illegal alien protester and deport them. don't break up the family. ship them all out.""]",['Immigrants should be deported'],['Immigrants'],[]
"[""we want to revoke naturalizations from criminals. (i don't care if it's a parking ticket)""]",['immigrants are criminal.'],['immigrants'],[]
"[""we want to revoke naturalizations from criminals. (i don't care if it's a parking ticket)""]",['Criminals should not be part of society'],['Criminals'],[]
"['as an example, obamas white genetics gave him the intelligence to be president.']",['Black folks have lower intelligence than white people'],['black folks'],[]
"['as an example, obamas white genetics gave him the intelligence to be president.']",['White people are smarter than blacks'],['Blacks'],[]
"['yes, start dreaming in your home countries! time to protect american citizens from criminals.']",['Immigrants are criminals'],['Immigrants'],[]
"['yes, start dreaming in your home countries! time to protect american citizens from criminals.']",['Immigrants are criminals'],['Immigrants'],[]
"['stick him in an mri machine, film the magnets ripping all that shit out of his flesh,']",['See above'],['No specific group'],[]
