id,source,main_post,text,Implied,label,span 1,span 2,span 3,span 4
953,I Love Patriarcato 2,"Oggi soffia Michela Murgia. Fare attenzione alle maree femministe, previsti rovesci di patriarcato.","questi pseudo movimenti femministi, vogliono più soldi ed altro...",,,,,,
954,I Love Patriarcato 2,"Oggi soffia Michela Murgia. Fare attenzione alle maree femministe, previsti rovesci di patriarcato. Immagino l'utilità della signora a questa società.",come cenere o concime sarebbe molto utile; l'ho sempre detto che l'inquisizione c'è stata in un periodo sbagliato ...,,"aggressive and violent attitude, mocking",come cenere o concime sarebbe molto utile; l'ho sempre detto che l'inquisizione c'è stata in un periodo sbagliato ...,l'ho sempre detto che l'inquisizione c'è stata in un periodo sbagliato ...,,
955,Palermolive.it,"Astronauti amanti: “Ha bucato col trapano la Soyuz dopo una lite d’amore” La versione dei russi su una astronauta americana, accusata di aver bucato la Soyuz per boicottare la spedizione spaziale dopo un litigio con l’amante, anche lui a bordo","zitto che poi gli esplode il cervello per il cortocircuito ... ah no, non ne hanno uno 🐑🐑",,,,,,
956,Palermolive.it,"Astronauti amanti: “Ha bucato col trapano la Soyuz dopo una lite d’amore” La versione dei russi su una astronauta americana, accusata di aver bucato la Soyuz per boicottare la spedizione spaziale dopo un litigio con l’amante, anche lui a bordo","Ma lì usano cibo liofilizzato, che serve portare una donna?",,,,,,
957,Palermolive.it,"Astronauti amanti: “Ha bucato col trapano la Soyuz dopo una lite d’amore” La versione dei russi su una astronauta americana, accusata di aver bucato la Soyuz per boicottare la spedizione spaziale dopo un litigio con l’amante, anche lui a bordo",Posso dirlo? Chi dice donna dice danno. E ci sta tutto stavolta!,,,,,,
958,Palermolive.it,"Astronauti amanti: “Ha bucato col trapano la Soyuz dopo una lite d’amore” La versione dei russi su una astronauta americana, accusata di aver bucato la Soyuz per boicottare la spedizione spaziale dopo un litigio con l’amante, anche lui a bordo",Astronauticidio! Cosmonauticidio!,,,,,,
959,Palermolive.it,"Astronauti amanti: “Ha bucato col trapano la Soyuz dopo una lite d’amore” La versione dei russi su una astronauta americana, accusata di aver bucato la Soyuz per boicottare la spedizione spaziale dopo un litigio con l’amante, anche lui a bordo",Abbandonatela in orbita,,aggressive and violent attitude,Abbandonatela in orbita,,,
960,La Repubblica,"È diventato virale il discorso di una giovane ingegnera edile contro il lavoro sottopagato. Nel video girato in un ristorante si vede la professionista Ornela Casassa in compagnia della consigliera regionale ligure Selena Candia. “Ma io a 27 anni devo vivere con 750 euro? Ma io non mi ci pago l’affitto, io non ci vivo. Per questo ho detto no” dice arrabbiata l'ingegnera parlando dei salari che vengono proposti. La ventenne aggiunge: “Dobbiamo smettere di accettare paghe da fame. E la sinistra deve far capire che dobbiamo smettere di abbassare l’asticella”.",Amore..... si chiama libero mercato,,,,,,
961,La Repubblica,"È diventato virale il discorso di una giovane ingegnera edile contro il lavoro sottopagato. Nel video girato in un ristorante si vede la professionista Ornela Casassa in compagnia della consigliera regionale ligure Selena Candia. “Ma io a 27 anni devo vivere con 750 euro? Ma io non mi ci pago l’affitto, io non ci vivo. Per questo ho detto no” dice arrabbiata l'ingegnera parlando dei salari che vengono proposti. La ventenne aggiunge: “Dobbiamo smettere di accettare paghe da fame. E la sinistra deve far capire che dobbiamo smettere di abbassare l’asticella”.","Bravissima ragazza. Il ragionamento è giusto, ma questo cara mia è un sistema capitalistico, quindi l'asta si abbasserà ancora. La sinistra in Italia non esiste, perché l'Italia è un paese conservatore e bigotto.",,,,,,
962,La Repubblica,"È diventato virale il discorso di una giovane ingegnera edile contro il lavoro sottopagato. Nel video girato in un ristorante si vede la professionista Ornela Casassa in compagnia della consigliera regionale ligure Selena Candia. “Ma io a 27 anni devo vivere con 750 euro? Ma io non mi ci pago l’affitto, io non ci vivo. Per questo ho detto no” dice arrabbiata l'ingegnera parlando dei salari che vengono proposti. La ventenne aggiunge: “Dobbiamo smettere di accettare paghe da fame. E la sinistra deve far capire che dobbiamo smettere di abbassare l’asticella”.",Bella hai ragione baby,,mocking,Bella hai ragione baby,,,
963,La Repubblica,"È diventato virale il discorso di una giovane ingegnera edile contro il lavoro sottopagato. Nel video girato in un ristorante si vede la professionista Ornela Casassa in compagnia della consigliera regionale ligure Selena Candia. “Ma io a 27 anni devo vivere con 750 euro? Ma io non mi ci pago l’affitto, io non ci vivo. Per questo ho detto no” dice arrabbiata l'ingegnera parlando dei salari che vengono proposti. La ventenne aggiunge: “Dobbiamo smettere di accettare paghe da fame. E la sinistra deve far capire che dobbiamo smettere di abbassare l’asticella”.",Ingegnera.,,,,,,
964,La Repubblica,"È diventato virale il discorso di una giovane ingegnera edile contro il lavoro sottopagato. Nel video girato in un ristorante si vede la professionista Ornela Casassa in compagnia della consigliera regionale ligure Selena Candia. “Ma io a 27 anni devo vivere con 750 euro? Ma io non mi ci pago l’affitto, io non ci vivo. Per questo ho detto no” dice arrabbiata l'ingegnera parlando dei salari che vengono proposti. La ventenne aggiunge: “Dobbiamo smettere di accettare paghe da fame. E la sinistra deve far capire che dobbiamo smettere di abbassare l’asticella”.","È ubriaca e parla vanvera,criticando l'amica",,derogatory and belittling,È ubriaca e parla vanvera,,,
965,La Repubblica,"È diventato virale il discorso di una giovane ingegnera edile contro il lavoro sottopagato. Nel video girato in un ristorante si vede la professionista Ornela Casassa in compagnia della consigliera regionale ligure Selena Candia. “Ma io a 27 anni devo vivere con 750 euro? Ma io non mi ci pago l’affitto, io non ci vivo. Per questo ho detto no” dice arrabbiata l'ingegnera parlando dei salari che vengono proposti. La ventenne aggiunge: “Dobbiamo smettere di accettare paghe da fame. E la sinistra deve far capire che dobbiamo smettere di abbassare l’asticella”.",Finalmente una che dice le cose come stanno senza sembrare una lagna. Applausi,,,,,,
966,La Repubblica,"È diventato virale il discorso di una giovane ingegnera edile contro il lavoro sottopagato. Nel video girato in un ristorante si vede la professionista Ornela Casassa in compagnia della consigliera regionale ligure Selena Candia. “Ma io a 27 anni devo vivere con 750 euro? Ma io non mi ci pago l’affitto, io non ci vivo. Per questo ho detto no” dice arrabbiata l'ingegnera parlando dei salari che vengono proposti. La ventenne aggiunge: “Dobbiamo smettere di accettare paghe da fame. E la sinistra deve far capire che dobbiamo smettere di abbassare l’asticella”.","Gentile ingegner*, lə comunichiamo che lə sinistra si occuperà del problema appena avrà chiuso la discussione Interna sull'uso della ""ə"" al posto dell ""*"" come finale delle parole.",,"mocking, rejection of feminism","Gentile ingegner*, lə comunichiamo che lə sinistra si occuperà del problema appena avrà chiuso la discussione Interna sull'uso della ""ə"" al posto dell ""*"" come finale delle parole.","Gentile ingegner*, lə comunichiamo che lə sinistra si occuperà del problema appena avrà chiuso la discussione Interna sull'uso della ""ə"" al posto dell ""*"" come finale delle parole.",,
967,La Repubblica,"È diventato virale il discorso di una giovane ingegnera edile contro il lavoro sottopagato. Nel video girato in un ristorante si vede la professionista Ornela Casassa in compagnia della consigliera regionale ligure Selena Candia. “Ma io a 27 anni devo vivere con 750 euro? Ma io non mi ci pago l’affitto, io non ci vivo. Per questo ho detto no” dice arrabbiata l'ingegnera parlando dei salari che vengono proposti. La ventenne aggiunge: “Dobbiamo smettere di accettare paghe da fame. E la sinistra deve far capire che dobbiamo smettere di abbassare l’asticella”.",Ingenera?,,,,,,
968,La Repubblica,"È diventato virale il discorso di una giovane ingegnera edile contro il lavoro sottopagato. Nel video girato in un ristorante si vede la professionista Ornela Casassa in compagnia della consigliera regionale ligure Selena Candia. “Ma io a 27 anni devo vivere con 750 euro? Ma io non mi ci pago l’affitto, io non ci vivo. Per questo ho detto no” dice arrabbiata l'ingegnera parlando dei salari che vengono proposti. La ventenne aggiunge: “Dobbiamo smettere di accettare paghe da fame. E la sinistra deve far capire che dobbiamo smettere di abbassare l’asticella”.",Ingegnera..? Si dice ingegnere!!!,,,,,,
969,La Repubblica,"È diventato virale il discorso di una giovane ingegnera edile contro il lavoro sottopagato. Nel video girato in un ristorante si vede la professionista Ornela Casassa in compagnia della consigliera regionale ligure Selena Candia. “Ma io a 27 anni devo vivere con 750 euro? Ma io non mi ci pago l’affitto, io non ci vivo. Per questo ho detto no” dice arrabbiata l'ingegnera parlando dei salari che vengono proposti. La ventenne aggiunge: “Dobbiamo smettere di accettare paghe da fame. E la sinistra deve far capire che dobbiamo smettere di abbassare l’asticella”.","Ma non ho capito la ventenne o ha 27 anni ? Perché l'""ingegnere"" (si chiama al maschile) a vent'anni, non credo che ce la farai a farlo...",,rejection of feminism,"l'""ingegnere"" (si chiama al maschile) ",,,
970,La Repubblica,"È diventato virale il discorso di una giovane ingegnera edile contro il lavoro sottopagato. Nel video girato in un ristorante si vede la professionista Ornela Casassa in compagnia della consigliera regionale ligure Selena Candia. “Ma io a 27 anni devo vivere con 750 euro? Ma io non mi ci pago l’affitto, io non ci vivo. Per questo ho detto no” dice arrabbiata l'ingegnera parlando dei salari che vengono proposti. La ventenne aggiunge: “Dobbiamo smettere di accettare paghe da fame. E la sinistra deve far capire che dobbiamo smettere di abbassare l’asticella”.",Per tutto il resto c’è only fans 😂,,,,,,
971,La Repubblica,"È diventato virale il discorso di una giovane ingegnera edile contro il lavoro sottopagato. Nel video girato in un ristorante si vede la professionista Ornela Casassa in compagnia della consigliera regionale ligure Selena Candia. “Ma io a 27 anni devo vivere con 750 euro? Ma io non mi ci pago l’affitto, io non ci vivo. Per questo ho detto no” dice arrabbiata l'ingegnera parlando dei salari che vengono proposti. La ventenne aggiunge: “Dobbiamo smettere di accettare paghe da fame. E la sinistra deve far capire che dobbiamo smettere di abbassare l’asticella”.",Ingegnera non è italiano. Fine.,,,,,,
972,La Repubblica,"È diventato virale il discorso di una giovane ingegnera edile contro il lavoro sottopagato. Nel video girato in un ristorante si vede la professionista Ornela Casassa in compagnia della consigliera regionale ligure Selena Candia. “Ma io a 27 anni devo vivere con 750 euro? Ma io non mi ci pago l’affitto, io non ci vivo. Per questo ho detto no” dice arrabbiata l'ingegnera parlando dei salari che vengono proposti. La ventenne aggiunge: “Dobbiamo smettere di accettare paghe da fame. E la sinistra deve far capire che dobbiamo smettere di abbassare l’asticella”.",Bravissima! Peccato per l’ingegner(a) di Repubblica,,,,,,
973,La Repubblica,"È diventato virale il discorso di una giovane ingegnera edile contro il lavoro sottopagato. Nel video girato in un ristorante si vede la professionista Ornela Casassa in compagnia della consigliera regionale ligure Selena Candia. “Ma io a 27 anni devo vivere con 750 euro? Ma io non mi ci pago l’affitto, io non ci vivo. Per questo ho detto no” dice arrabbiata l'ingegnera parlando dei salari che vengono proposti. La ventenne aggiunge: “Dobbiamo smettere di accettare paghe da fame. E la sinistra deve far capire che dobbiamo smettere di abbassare l’asticella”.",Cara ragazza lo sai che la sinistra non esiste più da un pò di anni,,,,,,
974,La Repubblica,"È diventato virale il discorso di una giovane ingegnera edile contro il lavoro sottopagato. Nel video girato in un ristorante si vede la professionista Ornela Casassa in compagnia della consigliera regionale ligure Selena Candia. “Ma io a 27 anni devo vivere con 750 euro? Ma io non mi ci pago l’affitto, io non ci vivo. Per questo ho detto no” dice arrabbiata l'ingegnera parlando dei salari che vengono proposti. La ventenne aggiunge: “Dobbiamo smettere di accettare paghe da fame. E la sinistra deve far capire che dobbiamo smettere di abbassare l’asticella”.",“Ingenera” non si può sentì 🤦🏼‍♀️🤦🏼‍♀️🤦🏼‍♀️🤦🏼‍♀️,,,,,,
975,La Repubblica,"È diventato virale il discorso di una giovane ingegnera edile contro il lavoro sottopagato. Nel video girato in un ristorante si vede la professionista Ornela Casassa in compagnia della consigliera regionale ligure Selena Candia. “Ma io a 27 anni devo vivere con 750 euro? Ma io non mi ci pago l’affitto, io non ci vivo. Per questo ho detto no” dice arrabbiata l'ingegnera parlando dei salari che vengono proposti. La ventenne aggiunge: “Dobbiamo smettere di accettare paghe da fame. E la sinistra deve far capire che dobbiamo smettere di abbassare l’asticella”.",Vali probabilmente 750€.,,,,,,
976,La Repubblica,"È diventato virale il discorso di una giovane ingegnera edile contro il lavoro sottopagato. Nel video girato in un ristorante si vede la professionista Ornela Casassa in compagnia della consigliera regionale ligure Selena Candia. “Ma io a 27 anni devo vivere con 750 euro? Ma io non mi ci pago l’affitto, io non ci vivo. Per questo ho detto no” dice arrabbiata l'ingegnera parlando dei salari che vengono proposti. La ventenne aggiunge: “Dobbiamo smettere di accettare paghe da fame. E la sinistra deve far capire che dobbiamo smettere di abbassare l’asticella”.",Brava...finalmente una ragazza che alza la testa e ragiona.,,,,,,
977,La Repubblica,"È diventato virale il discorso di una giovane ingegnera edile contro il lavoro sottopagato. Nel video girato in un ristorante si vede la professionista Ornela Casassa in compagnia della consigliera regionale ligure Selena Candia. “Ma io a 27 anni devo vivere con 750 euro? Ma io non mi ci pago l’affitto, io non ci vivo. Per questo ho detto no” dice arrabbiata l'ingegnera parlando dei salari che vengono proposti. La ventenne aggiunge: “Dobbiamo smettere di accettare paghe da fame. E la sinistra deve far capire che dobbiamo smettere di abbassare l’asticella”.",Ingegnera ahahahahah,,"conservative limiting, double standard, rejection of feminism",Ingegnera ahahahahah,Ingegnera ahahahahah,Ingegnera ahahahahah,
978,La Repubblica,"Vive a Noicattaro e studia a Bari una delle 25 vincitrici del concorso ""Più donne nella fisica"", promosso dall'Istituto nazionale di fisica nucleare. Soltanto qualche settimana, fa aveva vinto un'altra competizione internazionale per partecipare ad una summer school che si terrà ad Amburgo, in Germania, la prossima estate, dove per otto settimane svolgerà un tirocinio retribuito. Lisa Generoso, 22 anni, è cresciuta a pane e fisica. E i risultati si iniziano a vedere. È iscritta al primo anno di laurea magistrale in Physics (i corsi e gli esami sono tutti in inglese), più precisamente al curriculum in fisica delle particelle.",Non cambieranno particolarmente: la fisica interessa ai ragazzi più che alle ragazze. Esattamente come le lingue interessano più alle ragazze che ai ragazzi.,,,,,,
979,La Repubblica,"Vive a Noicattaro e studia a Bari una delle 25 vincitrici del concorso ""Più donne nella fisica"", promosso dall'Istituto nazionale di fisica nucleare. Soltanto qualche settimana, fa aveva vinto un'altra competizione internazionale per partecipare ad una summer school che si terrà ad Amburgo, in Germania, la prossima estate, dove per otto settimane svolgerà un tirocinio retribuito. Lisa Generoso, 22 anni, è cresciuta a pane e fisica. E i risultati si iniziano a vedere. È iscritta al primo anno di laurea magistrale in Physics (i corsi e gli esami sono tutti in inglese), più precisamente al curriculum in fisica delle particelle.",Anche alle magistrali i maschi erano 2 per classe.. quindi?,,rejection of feminism,Anche alle magistrali i maschi erano 2 per classe.. quindi?,,,
980,La Repubblica,"Vive a Noicattaro e studia a Bari una delle 25 vincitrici del concorso ""Più donne nella fisica"", promosso dall'Istituto nazionale di fisica nucleare. Soltanto qualche settimana, fa aveva vinto un'altra competizione internazionale per partecipare ad una summer school che si terrà ad Amburgo, in Germania, la prossima estate, dove per otto settimane svolgerà un tirocinio retribuito. Lisa Generoso, 22 anni, è cresciuta a pane e fisica. E i risultati si iniziano a vedere. È iscritta al primo anno di laurea magistrale in Physics (i corsi e gli esami sono tutti in inglese), più precisamente al curriculum in fisica delle particelle.","👏👏👏 Oh! Finalmente un articolo dedicato a esempi positivi e intelligenti per la collettività e i giovani, invece dei soliti articoli spazzatura sull'ennesima che vende le sue parti intime su onlyf... ecc.",,,,,,
981,La Repubblica,"Vive a Noicattaro e studia a Bari una delle 25 vincitrici del concorso ""Più donne nella fisica"", promosso dall'Istituto nazionale di fisica nucleare. Soltanto qualche settimana, fa aveva vinto un'altra competizione internazionale per partecipare ad una summer school che si terrà ad Amburgo, in Germania, la prossima estate, dove per otto settimane svolgerà un tirocinio retribuito. Lisa Generoso, 22 anni, è cresciuta a pane e fisica. E i risultati si iniziano a vedere. È iscritta al primo anno di laurea magistrale in Physics (i corsi e gli esami sono tutti in inglese), più precisamente al curriculum in fisica delle particelle.",Finalmente un (piccolo) riconoscimento ad una donna per le capacità intellettive e non perché sculetta su un palcoscenico.,,stereotype generalization,Finalmente un (piccolo) riconoscimento ad una donna per le capacità intellettive e non perché sculetta su un palcoscenico.,,,
982,La Repubblica,"Vive a Noicattaro e studia a Bari una delle 25 vincitrici del concorso ""Più donne nella fisica"", promosso dall'Istituto nazionale di fisica nucleare. Soltanto qualche settimana, fa aveva vinto un'altra competizione internazionale per partecipare ad una summer school che si terrà ad Amburgo, in Germania, la prossima estate, dove per otto settimane svolgerà un tirocinio retribuito. Lisa Generoso, 22 anni, è cresciuta a pane e fisica. E i risultati si iniziano a vedere. È iscritta al primo anno di laurea magistrale in Physics (i corsi e gli esami sono tutti in inglese), più precisamente al curriculum in fisica delle particelle.",Che bel visino angelico! ❤️😉,,,,,,
983,La Repubblica,"Vive a Noicattaro e studia a Bari una delle 25 vincitrici del concorso ""Più donne nella fisica"", promosso dall'Istituto nazionale di fisica nucleare. Soltanto qualche settimana, fa aveva vinto un'altra competizione internazionale per partecipare ad una summer school che si terrà ad Amburgo, in Germania, la prossima estate, dove per otto settimane svolgerà un tirocinio retribuito. Lisa Generoso, 22 anni, è cresciuta a pane e fisica. E i risultati si iniziano a vedere. È iscritta al primo anno di laurea magistrale in Physics (i corsi e gli esami sono tutti in inglese), più precisamente al curriculum in fisica delle particelle.",perché aiutano le donne a fare quelle scuole mentre gli uomini devono fare le cose in modo normale?,,,,,,
984,La Repubblica,"Vive a Noicattaro e studia a Bari una delle 25 vincitrici del concorso ""Più donne nella fisica"", promosso dall'Istituto nazionale di fisica nucleare. Soltanto qualche settimana, fa aveva vinto un'altra competizione internazionale per partecipare ad una summer school che si terrà ad Amburgo, in Germania, la prossima estate, dove per otto settimane svolgerà un tirocinio retribuito. Lisa Generoso, 22 anni, è cresciuta a pane e fisica. E i risultati si iniziano a vedere. È iscritta al primo anno di laurea magistrale in Physics (i corsi e gli esami sono tutti in inglese), più precisamente al curriculum in fisica delle particelle.",...e anche carina! VUOI SPOSARMI? 😍,,"whataboutism, sexual objectification",...e anche carina! VUOI SPOSARMI?,...e anche carina!,,
985,La Repubblica,"Vive a Noicattaro e studia a Bari una delle 25 vincitrici del concorso ""Più donne nella fisica"", promosso dall'Istituto nazionale di fisica nucleare. Soltanto qualche settimana, fa aveva vinto un'altra competizione internazionale per partecipare ad una summer school che si terrà ad Amburgo, in Germania, la prossima estate, dove per otto settimane svolgerà un tirocinio retribuito. Lisa Generoso, 22 anni, è cresciuta a pane e fisica. E i risultati si iniziano a vedere. È iscritta al primo anno di laurea magistrale in Physics (i corsi e gli esami sono tutti in inglese), più precisamente al curriculum in fisica delle particelle.","Una donna finalmente perbene, chapeau",,,,,,
986,La Repubblica,"Vive a Noicattaro e studia a Bari una delle 25 vincitrici del concorso ""Più donne nella fisica"", promosso dall'Istituto nazionale di fisica nucleare. Soltanto qualche settimana, fa aveva vinto un'altra competizione internazionale per partecipare ad una summer school che si terrà ad Amburgo, in Germania, la prossima estate, dove per otto settimane svolgerà un tirocinio retribuito. Lisa Generoso, 22 anni, è cresciuta a pane e fisica. E i risultati si iniziano a vedere. È iscritta al primo anno di laurea magistrale in Physics (i corsi e gli esami sono tutti in inglese), più precisamente al curriculum in fisica delle particelle.",La vedremo presto all’Isola dei famosi ?,,"mocking, stereotype generalization",La vedremo presto all’Isola dei famosi ?,La vedremo presto all’Isola dei famosi ?,,
987,La Repubblica,"Vive a Noicattaro e studia a Bari una delle 25 vincitrici del concorso ""Più donne nella fisica"", promosso dall'Istituto nazionale di fisica nucleare. Soltanto qualche settimana, fa aveva vinto un'altra competizione internazionale per partecipare ad una summer school che si terrà ad Amburgo, in Germania, la prossima estate, dove per otto settimane svolgerà un tirocinio retribuito. Lisa Generoso, 22 anni, è cresciuta a pane e fisica. E i risultati si iniziano a vedere. È iscritta al primo anno di laurea magistrale in Physics (i corsi e gli esami sono tutti in inglese), più precisamente al curriculum in fisica delle particelle.","Ma se studentesse a matematica, fisica, chimica, biologia e quant’altro ci sono da anni… Ma basta con sto vittimismo",,,,,,
,,,"Poi a lingue e traduzione tutte donne, ma chissà come mai nessuno se ne lamenta",,,,,,
988,La Repubblica,"Vive a Noicattaro e studia a Bari una delle 25 vincitrici del concorso ""Più donne nella fisica"", promosso dall'Istituto nazionale di fisica nucleare. Soltanto qualche settimana, fa aveva vinto un'altra competizione internazionale per partecipare ad una summer school che si terrà ad Amburgo, in Germania, la prossima estate, dove per otto settimane svolgerà un tirocinio retribuito. Lisa Generoso, 22 anni, è cresciuta a pane e fisica. E i risultati si iniziano a vedere. È iscritta al primo anno di laurea magistrale in Physics (i corsi e gli esami sono tutti in inglese), più precisamente al curriculum in fisica delle particelle.","e quante erano le studiose di fisica in Italia prese in considerazione? 30, 40? l'idea delle categorie protette non ha mai fatto bene in nessun campo del sapere, se poi i migliori nel campo della fisica sono magari tutti maschi... ma questo l'articolo non ce lo dice... sono articoli che riflettono un pericoloso complesso di inferiorità",,,,,,
989,La Repubblica,"Vive a Noicattaro e studia a Bari una delle 25 vincitrici del concorso ""Più donne nella fisica"", promosso dall'Istituto nazionale di fisica nucleare. Soltanto qualche settimana, fa aveva vinto un'altra competizione internazionale per partecipare ad una summer school che si terrà ad Amburgo, in Germania, la prossima estate, dove per otto settimane svolgerà un tirocinio retribuito. Lisa Generoso, 22 anni, è cresciuta a pane e fisica. E i risultati si iniziano a vedere. È iscritta al primo anno di laurea magistrale in Physics (i corsi e gli esami sono tutti in inglese), più precisamente al curriculum in fisica delle particelle.",Nazi femminismo strisciante di prima mattina? 😄,,,,,,
990,Il Messaggero,"Maneskin, rissa sotto al palco ma Damiano sdrammatizza: «Peggio quella ragazza con la maglia della Lazio»",Poraccio…io da Romanista dico che è stata una battuta pessima…poi detta da uno che se mette er perizoma..reggicalze..co quell’altra che se mette le stelline sui capezzoli..quell’altro alla chitarra che c’ha la faccia da ebete..er povero batterista che se deve sopporta’ sti 3 soggetti..tra l’altro do’ un consiglio a Damiano…non c’anna’ più allo stadio che porti male…,,"mocking, conservative limiting",poi detta da uno che se mette er perizoma..reggicalze..co quell’altra che se mette le stelline sui capezzoli..quell’altro alla chitarra che c’ha la faccia da ebete..er povero batterista che se deve sopporta’ sti 3 soggetti..tra l’altro do’ un consiglio a Damiano…non c’anna’ più allo stadio che porti male…,poi detta da uno che se mette er perizoma..reggicalze..co quell’altra che se mette le stelline sui capezzoli..quell’altro alla chitarra che c’ha la faccia da ebete..er povero batterista che se deve sopporta’ sti 3 soggetti,,
991,Il Messaggero,"Maneskin, rissa sotto al palco ma Damiano sdrammatizza: «Peggio quella ragazza con la maglia della Lazio»",Sempre meglio de esse un uomo che va in giro con la gonna,,,,,,
992,Il Messaggero,"Maneskin, rissa sotto al palco ma Damiano sdrammatizza: «Peggio quella ragazza con la maglia della Lazio»",Meglio sicuramente di un uomo che si trucca e si veste da donna.,,,,,,
993,Il Messaggero,"Maneskin, rissa sotto al palco ma Damiano sdrammatizza: «Peggio quella ragazza con la maglia della Lazio»",Voi teneteve la Sora Lella ‘nvidiosi,,,,,,
994,Il Messaggero,"Maneskin, rissa sotto al palco ma Damiano sdrammatizza: «Peggio quella ragazza con la maglia della Lazio»","Detto da un uomo che si veste da donna è un onore...un coione del genere rappresenta il degrado della nostra generazione e giusto della as roma poteva esse, ci avrei scommesso",,,,,,
995,Il Messaggero,"Maneskin, rissa sotto al palco ma Damiano sdrammatizza: «Peggio quella ragazza con la maglia della Lazio»",damiano ....E' PIÙ TRUCCATO LUI,,,,,,
,,,CHE I MONDIALI IN QATAR......,,,,,,
996,Il Messaggero,"Maneskin, rissa sotto al palco ma Damiano sdrammatizza: «Peggio quella ragazza con la maglia della Lazio»",Anche lo sterco parla!!! Forse il reggicalze gli ha bloccato la circolazione del sangue e spara ste cagate,,,,,,
997,Fanpage,"Greta Rossetti piange perché vede Perla stare male, Rosy Chin: “Sei tu che sei voluta entrare al GF”","Pensa a cucinare, invece che giudicare... 🤡",,,,,,
998,Fanpage,Manila Nazzaro: “Il patriarcato? Io insultata solo per avere interrotto una relazione sbagliata”,Eccola l'altra vittima 😊😂😂😂😂,,,,,,
999,Fanpage,Manila Nazzaro: “Il patriarcato? Io insultata solo per avere interrotto una relazione sbagliata”,Si si la nuova moda è essere vittime del patriarcato🤦‍♀️,,,,,,
1000,Fanpage,Manila Nazzaro: “Il patriarcato? Io insultata solo per avere interrotto una relazione sbagliata”,"Se poi le ""duchesse"" oltre alla separazione o divorzio ti puliscono di ogni cosa e si.....poi ti girano e di brutto",,,,,,
1001,Fanpage,"Belén su De Martino a giugno 2023: “Per me ha fatto di tutto”, ma già sapeva già dei tradimenti",lei mi sembra una manipolatrice di uomini,,,,,,
1002,Fanpage,"Belén su De Martino a giugno 2023: “Per me ha fatto di tutto”, ma già sapeva già dei tradimenti",domattina sará pazza di un altro grande amore col quale fará il terzo figlio,,,,,,
1003,Fanpage,"Belén su De Martino a giugno 2023: “Per me ha fatto di tutto”, ma già sapeva già dei tradimenti",poteva stare zitta e faceva una figura migliore!,,derogatory and belittling,poteva stare zitta e faceva una figura migliore!,,,
1004,Fanpage,"Belén su De Martino a giugno 2023: “Per me ha fatto di tutto”, ma già sapeva già dei tradimenti","toria triste e umiliante per tutta la categoria : una donna che non sa stare senza un uomo, e non solo………. Mette al mondo figli con molta facilità, usando poi tutti i suoi fallimenti per riemergere in TV da dove l’hanno cacciata. Che imparasse un mestiere…….",,,,,,
1005,Fanpage,"Belén su De Martino a giugno 2023: “Per me ha fatto di tutto”, ma già sapeva già dei tradimenti",Da degna allieva di Corona non può fare a meno di tenere alto l' interesse attorno a se con il gossip che la riguarda ma sempre con questa impercettibile vena di vittimismo che invece fa parte della sua personalità,,,,,,
1006,Fanpage,"Belén su De Martino a giugno 2023: “Per me ha fatto di tutto”, ma già sapeva già dei tradimenti",Stefano hai prese una bella fregatura...sapendo che donna è...adesso con amichetta Mara vole vincere la vicenda! Non cambia mai...depressione per stare fuori di tv.,,,,,,
1007,Fanpage,"Belén su De Martino a giugno 2023: “Per me ha fatto di tutto”, ma già sapeva già dei tradimenti",Penso che Belen per un ospitata televisiva si venderebbe anche suo padre......e con questo chiudo.,,stereotype generalization,Penso che Belen per un ospitata televisiva si venderebbe anche suo padre......e con questo chiudo.,,,
1008,Il Messaggero,"Arisa e Laura Marzadori a Sanremo con lo stesso abito, l'incidente diplomatico all'Ariston: ecco il tubino della discordia",Non sembravano gli stessi abiti perché tra le due donne che lo indissavani c’era un abisso !!!!!volgare indossato da Arisa semplice ed elegante sulla Marzadori!!!!!,,"beauty standard expectations, conservative limiting",tra le due donne che lo indissavani c’era un abisso !!!!!volgare indossato da Arisa semplice ed elegante sulla Marzadori!!!!!, !!!!!volgare indossato da Arisa semplice ed elegante sulla Marzadori!!!!!,,
1009,Il Messaggero,"Arisa e Laura Marzadori a Sanremo con lo stesso abito, l'incidente diplomatico all'Ariston: ecco il tubino della discordia","Stesso vestito, l'ho notato subito ma Arisa ci scoppiava dentro forse per questo stasera la sua performance con Grignani non è stata delle migliori. Imparate da Giorgia ed Elisa va'!!!",,beauty standard expectations,"Stesso vestito, l'ho notato subito ma Arisa ci scoppiava dentro",,,
1010,Il Messaggero,"Arisa e Laura Marzadori a Sanremo con lo stesso abito, l'incidente diplomatico all'Ariston: ecco il tubino della discordia",avevo paura che esplodessero le tette di Arisa 😂😂,,"mocking, sexual objectification",avevo paura che esplodessero le tette di Arisa 😂😂,avevo paura che esplodessero le tette di Arisa 😂😂,,
1011,Il Messaggero,"Arisa e Laura Marzadori a Sanremo con lo stesso abito, l'incidente diplomatico all'Ariston: ecco il tubino della discordia","Per la fisicità di Arisa, abito inadatto.",,"beauty standard expectations, conservative limiting","Per la fisicità di Arisa, abito inadatto",abito inadatto.,,
1012,Il Messaggero,"Arisa e Laura Marzadori a Sanremo con lo stesso abito, l'incidente diplomatico all'Ariston: ecco il tubino della discordia","la rende volgare, in pratica aveva tutto di fuori..",,,,,,
